Date,Time,Flow,AMLE,MLE,LAD
20210624,1200,177,3734,3734,3751
20210625,1200,154,3136,3136,3151
20210626,1200,145,2906,2906,2921
20210627,1200,135,2655,2655,2670
20210628,1200,127,2457,2457,2472
20210629,1200,118,2239,2240,2253
20210630,1200,111,2073,2073,2086
20210701,1200,109,2024,2024,2038
20210702,1200,110,2044,2044,2059
20210703,1200,100,1813,1813,1827
20210704,1200,95,1687,1687,1701
20210705,1200,89,1564,1564,1577
20210706,1200,83,1440,1440,1453
20210707,1200,82,1400,1400,1413
20210708,1200,81,1379,1379,1392
20210709,1200,76,1278,1278,1291
20210710,1200,72,1197,1197,1210
20210711,1200,70,1152,1152,1165
20210712,1200,68,1098,1098,1110
20210713,1200,65,1044,1044,1056
20210714,1200,64,1021,1021,1033
20210715,1200,61,956,956,968
20210716,1200,60,935,935,947
20210717,1200,58,907,907,919
20210718,1200,57,884,884,896
20210719,1200,56,852,852,864
20210720,1200,58,899,899,912
20210721,1200,59,925,926,939
20210722,1200,55,832,832,845
20210723,1200,50,752,752,764
20210724,1200,49,727,727,739
20210725,1200,48,696,696,708
20210726,1200,47,688,688,700
20210727,1200,46,666,666,677
20210728,1200,45,654,654,666
20210729,1200,44,635,635,647
20210730,1200,43,606,606,617
20210731,1200,41,579,579,590
20210801,1200,55,826,826,840
20210802,1200,135,2541,2541,2578
20210803,1200,70,1110,1110,1129
20210804,1200,55,819,819,834
20210805,1200,49,716,716,730
20210806,1200,60,911,911,928
20210807,1200,51,747,747,762
20210808,1200,50,732,732,746
20210809,1200,59,887,887,904
20210810,1200,49,717,717,732
20210811,1200,44,627,627,640
20210812,1200,42,586,586,599
20210813,1200,43,597,597,611
20210814,1200,39,531,531,543
20210815,1200,39,522,522,534
20210816,1200,36,486,486,498
20210817,1200,35,469,469,480
20210818,1200,42,578,578,592
20210819,1200,45,631,631,646
20210820,1200,42,580,580,594
20210821,1200,68,1063,1063,1086
20210822,1200,73,1141,1141,1166
20210823,1200,50,708,708,725
20210824,1200,43,586,586,601
20210825,1200,39,527,527,541
20210826,1200,38,503,503,517
20210827,1200,37,483,483,496
20210828,1200,36,464,464,477
20210829,1200,35,450,450,463
20210830,1200,33,429,429,441
20210831,1200,32,412,412,424
20210901,1200,31,394,394,406
20210902,1200,30,376,376,388
20210903,1200,30,365,365,376
20210904,1200,29,358,359,370
20210905,1200,28,347,347,358
20210906,1200,28,344,344,355
20210907,1200,28,333,333,344
20210908,1200,27,329,329,340
20210909,1200,27,321,321,332
20210910,1200,27,328,328,340
20210911,1200,28,334,334,345
20210912,1200,27,325,325,336
20210913,1200,27,317,317,328
20210914,1200,26,310,310,321
20210915,1200,26,313,313,324
20210916,1200,25,298,298,309
20210917,1200,25,287,287,298
20210918,1200,25,285,285,296
20210919,1200,33,407,407,421
20210920,1200,66,979,979,1009
20210921,1200,48,660,660,681
20210922,1200,36,464,464,480
20210923,1200,34,422,422,437
20210924,1200,32,386,386,400
20210925,1200,31,376,376,390
20210926,1200,31,378,378,392
20210927,1200,31,380,380,394
20210928,1200,34,421,421,437
20210929,1200,49,670,670,694
20210930,1200,41,531,531,551
20211001,1200,37,460,460,477
20211002,1200,34,427,427,443
20211003,1200,33,406,406,422
20211004,1200,32,387,387,403
20211005,1200,31,375,375,390
20211006,1200,30,358,358,372
20211007,1200,29,345,345,360
20211008,1200,32,379,379,395
20211009,1200,42,538,538,559
20211010,1200,39,486,486,506
20211011,1200,44,574,574,597
20211012,1200,43,552,552,574
20211013,1200,37,460,460,478
20211014,1200,37,459,459,478
20211015,1200,38,477,477,497
20211016,1200,40,500,500,521
20211017,1200,39,484,484,504
