Date,Time,Flow,AMLE,MLE,LAD
20210326,1200,77.57,6839.2,6839.9,6231.1
20210327,1200,63.15,5320.6,5321.2,4881.9
20210328,1200,59.72,4934.0,4934.5,4536.3
20210329,1200,60.92,5001.0,5001.5,4594.8
20210330,1200,53.76,4275.5,4276.0,3946.0
20210331,1200,47.71,3679.0,3679.4,3410.8
20210401,1200,44.96,3397.1,3397.5,3156.6
20210402,1200,44.66,3337.5,3337.8,3102.0
20210403,1200,42.66,3131.2,3131.6,2915.5
20210404,1200,40.52,2918.2,2918.6,2722.6
20210405,1200,50.04,3704.0,3704.4,3428.2
20210406,1200,52.45,3876.0,3876.5,3581.5
20210407,1200,40.50,2831.7,2832.0,2642.0
20210408,1200,35.26,2381.6,2381.9,2234.3
20210409,1200,31.96,2100.2,2100.5,1978.2
20210410,1200,29.15,1865.6,1865.9,1764.0
20210411,1200,28.44,1794.4,1794.6,1698.3
20210412,1200,27.41,1701.1,1701.3,1612.6
20210413,1200,24.42,1469.6,1469.7,1400.0
20210414,1200,21.78,1271.0,1271.2,1217.0
20210415,1200,20.16,1148.6,1148.7,1103.5
20210416,1200,19.10,1066.9,1067.0,1027.5
20210417,1200,18.02,986.1,986.2,952.2
20210418,1200,17.45,940.0,940.1,909.0
20210419,1200,16.20,852.3,852.4,827.1
20210420,1200,16.21,844.6,844.7,819.6
20210421,1200,16.25,838.9,839.0,813.8
20210422,1200,15.70,797.5,797.6,774.9
20210423,1200,16.11,814.3,814.4,790.1
20210424,1200,15.71,782.7,782.7,760.3
20210425,1200,17.36,872.4,872.6,843.6
20210426,1200,27.58,1493.2,1493.4,1415.0
20210427,1200,24.67,1296.3,1296.5,1234.1
20210428,1200,19.63,979.8,980.0,942.0
20210429,1200,16.71,801.9,802.0,776.5
20210430,1200,14.65,679.4,679.5,662.0
20210501,1200,14.42,660.3,660.3,643.8
20210502,1200,19.57,938.7,938.8,902.5
20210503,1200,18.32,859.7,859.8,829.0
20210504,1200,14.97,670.2,670.3,652.3
20210505,1200,15.00,665.3,665.4,647.4
20210506,1200,13.94,604.0,604.1,589.7
20210507,1200,11.03,453.0,453.0,447.3
20210508,1200,10.63,429.3,429.3,424.7
20210509,1200,10.64,425.6,425.7,420.9
20210510,1200,10.30,405.5,405.6,401.7
20210511,1200,9.65,371.6,371.7,369.3
20210512,1200,8.68,324.4,324.5,324.1
20210513,1200,7.91,287.6,287.7,288.7
20210514,1200,7.03,247.5,247.5,250.0
20210515,1200,7.18,251.3,251.4,253.6
20210516,1200,6.93,238.6,238.6,241.2
20210517,1200,6.52,219.7,219.7,222.8
20210518,1200,5.37,172.6,172.6,176.9
20210519,1200,4.98,156.2,156.2,160.7
20210520,1200,6.89,227.9,227.9,230.3
20210521,1200,13.58,505.4,505.4,493.9
20210522,1200,12.11,436.9,437.0,429.2
20210523,1200,9.45,322.4,322.4,320.5
20210524,1200,9.49,320.8,320.9,318.8
20210525,1200,8.13,264.3,264.4,264.7
20210526,1200,7.92,253.7,253.8,254.5
20210527,1200,7.79,246.4,246.4,247.3
20210528,1200,7.28,225.1,225.1,226.7
20210529,1200,6.72,202.6,202.7,204.9
20210530,1200,5.66,163.5,163.6,166.9
20210531,1200,4.75,131.4,131.4,135.3
20210601,1200,4.22,112.9,113.0,117.1
20210602,1200,3.75,97.1,97.1,101.4
20210603,1200,3.23,80.4,80.4,84.7
20210604,1200,2.99,72.6,72.6,76.8
20210605,1200,2.42,55.8,55.8,59.8
20210606,1200,1.87,40.5,40.5,44.1
20210607,1200,2.00,43.5,43.5,47.2
20210608,1200,2.09,45.4,45.4,49.1
20210609,1200,2.17,47.1,47.1,50.8
20210610,1200,4.20,102.9,102.9,106.6
20210611,1200,9.90,282.6,282.6,280.3
20210612,1200,7.67,206.7,206.8,207.6
20210613,1200,6.03,153.8,153.8,156.3
20210614,1200,4.81,116.3,116.4,119.6
20210615,1200,3.38,75.6,75.6,79.3
20210616,1200,2.98,64.4,64.4,68.0
20210617,1200,2.83,59.9,59.9,63.5
20210618,1200,2.71,56.3,56.4,59.8
20210619,1200,2.27,45.1,45.1,48.4
20210620,1200,1.82,34.3,34.3,37.3
20210621,1200,1.54,27.8,27.8,30.5
20210622,1200,1.31,22.6,22.6,25.1
20210623,1200,1.20,20.1,20.1,22.5
20210624,1200,1.01,16.2,16.2,18.3
20210625,1200,0.88,13.6,13.6,15.5
20210626,1200,0.83,12.5,12.5,14.4
20210627,1200,0.77,11.3,11.3,13.1
20210628,1200,0.69,9.8,9.8,11.4
20210629,1200,0.62,8.5,8.5,10.0
20210630,1200,0.57,7.6,7.6,9.0
20210701,1200,0.53,6.9,6.9,8.2
20210702,1200,0.54,7.0,7.0,8.3
20210703,1200,0.48,6.0,6.0,7.2
20210704,1200,0.46,5.7,5.7,6.8
20210705,1200,0.43,5.2,5.2,6.2
20210706,1200,0.41,4.8,4.8,5.8
20210707,1200,0.40,4.6,4.6,5.6
20210708,1200,0.39,4.5,4.5,5.4
20210709,1200,0.41,4.7,4.7,5.7
20210710,1200,0.43,4.9,4.9,5.9
20210711,1200,0.45,5.2,5.2,6.2
20210712,1200,0.46,5.3,5.3,6.3
20210713,1200,0.49,5.6,5.6,6.7
20210714,1200,0.47,5.3,5.3,6.3
20210715,1200,0.45,5.0,5.0,5.9
20210716,1200,0.45,4.9,4.9,5.9
20210717,1200,0.45,4.9,4.9,5.8
20210718,1200,0.48,5.2,5.2,6.2
20210719,1200,0.49,5.3,5.3,6.3
20210720,1200,0.54,5.9,5.9,7.0
20210721,1200,0.60,6.7,6.7,7.8
20210722,1200,0.58,6.3,6.3,7.4
20210723,1200,0.58,6.3,6.3,7.3
20210724,1200,0.55,5.8,5.8,6.8
20210725,1200,0.56,5.9,5.9,6.9
20210726,1200,0.55,5.7,5.7,6.7
20210727,1200,0.58,6.0,6.0,7.0
20210728,1200,0.59,6.1,6.1,7.1
20210729,1200,0.59,6.0,6.0,7.0
20210730,1200,0.57,5.7,5.7,6.7
20210731,1200,0.56,5.6,5.6,6.5
20210801,1200,0.60,6.0,6.0,7.0
20210802,1200,0.65,6.5,6.5,7.6
20210803,1200,0.87,9.2,9.2,10.4
20210804,1200,0.84,8.7,8.7,9.9
20210805,1200,0.76,7.7,7.7,8.8
20210806,1200,0.76,7.6,7.6,8.7
20210807,1200,0.76,7.5,7.5,8.6
20210808,1200,0.87,8.8,8.8,9.9
20210809,1200,1.08,11.3,11.3,12.6
20210810,1200,1.30,13.9,13.9,15.4
20210811,1200,1.51,16.5,16.5,18.1
20210812,1200,1.40,14.9,14.9,16.4
20210813,1200,1.22,12.5,12.5,13.9
20210814,1200,1.12,11.2,11.2,12.5
20210815,1200,1.12,11.1,11.1,12.4
20210816,1200,1.07,10.4,10.4,11.6
20210817,1200,1.01,9.6,9.6,10.8
20210818,1200,1.14,11.0,11.0,12.3
20210819,1200,1.31,12.9,12.9,14.2
20210820,1200,1.38,13.6,13.6,14.9
20210821,1200,1.57,15.7,15.7,17.1
20210822,1200,1.90,19.5,19.5,21.1
20210823,1200,1.90,19.3,19.3,20.9
20210824,1200,1.80,17.9,17.9,19.4
20210825,1200,1.67,16.2,16.2,17.7
20210826,1200,1.70,16.4,16.4,17.9
20210827,1200,1.76,16.9,16.9,18.4
20210828,1200,1.81,17.3,17.3,18.8
20210829,1200,1.73,16.3,16.3,17.7
20210830,1200,1.61,14.8,14.8,16.1
20210831,1200,1.50,13.5,13.5,14.7
20210901,1200,1.45,12.8,12.8,14.0
20210902,1200,1.46,12.8,12.8,14.0
20210903,1200,1.54,13.5,13.5,14.7
20210904,1200,1.55,13.4,13.5,14.7
20210905,1200,1.52,13.0,13.0,14.2
20210906,1200,1.53,13.0,13.0,14.2
20210907,1200,1.61,13.7,13.7,14.9
20210908,1200,1.60,13.4,13.4,14.7
20210909,1200,1.50,12.3,12.3,13.5
20210910,1200,1.57,12.9,12.9,14.1
20210911,1200,1.93,16.3,16.3,17.6
20210912,1200,2.12,18.0,18.0,19.4
20210913,1200,1.95,16.2,16.2,17.5
20210914,1200,1.80,14.6,14.6,15.8
20210915,1200,1.68,13.3,13.3,14.5
20210916,1200,1.40,10.6,10.6,11.6
20210917,1200,1.51,11.5,11.5,12.6
20210918,1200,1.36,10.0,10.0,11.0
20210919,1200,1.82,14.0,14.0,15.2
20210920,1200,2.62,21.4,21.4,22.8
20210921,1200,2.86,23.5,23.5,25.0
20210922,1200,2.71,21.9,21.9,23.3
20210923,1200,2.55,20.1,20.1,21.5
20210924,1200,2.54,19.8,19.8,21.2
20210925,1200,2.52,19.5,19.5,20.8
20210926,1200,2.46,18.7,18.7,20.0
20210927,1200,2.58,19.6,19.6,21.0
20210928,1200,2.64,19.9,19.9,21.3
20210929,1200,3.22,25.0,25.0,26.4
20210930,1200,3.43,26.6,26.6,28.1
20211001,1200,3.26,24.8,24.8,26.3
20211002,1200,3.29,24.9,24.9,26.3
20211003,1200,3.37,25.3,25.3,26.8
20211004,1200,3.42,25.5,25.5,27.0
20211005,1200,3.51,26.0,26.0,27.5
20211006,1200,3.26,23.6,23.6,25.0
20211007,1200,3.43,24.8,24.8,26.3
20211008,1200,3.84,28.1,28.1,29.6
20211009,1200,4.22,31.1,31.1,32.6
20211010,1200,4.33,31.7,31.7,33.2
20211011,1200,4.45,32.4,32.4,34.0
20211012,1200,4.46,32.2,32.2,33.7
20211013,1200,4.40,31.3,31.3,32.9
20211014,1200,4.46,31.5,31.5,33.1
20211015,1200,4.54,31.8,31.8,33.4
20211016,1200,4.61,32.1,32.1,33.7
20211017,1200,4.44,30.4,30.4,31.9
20211018,1200,4.32,29.1,29.1,30.7
20211019,1200,4.28,28.5,28.5,30.0
20211020,1200,4.25,28.0,28.0,29.5
20211021,1200,4.28,28.0,28.0,29.4
20211022,1200,4.46,29.0,29.0,30.6
20211023,1200,5.48,36.6,36.6,38.3
20211024,1200,5.71,38.0,38.0,39.7
20211025,1200,7.28,50.0,50.0,51.8
20211026,1200,8.40,58.5,58.5,60.4
20211027,1200,8.35,57.5,57.5,59.4
20211028,1200,6.44,42.0,42.0,43.8
20211029,1200,6.39,41.2,41.2,43.0
20211030,1200,6.56,42.1,42.1,43.8
20211031,1200,6.46,40.9,40.9,42.6
20211101,1200,6.20,38.6,38.6,40.3
20211102,1200,6.14,37.7,37.7,39.5
20211103,1200,6.14,37.4,37.4,39.1
20211104,1200,6.03,36.2,36.2,37.9
20211105,1200,6.36,38.1,38.1,39.9
20211106,1200,9.09,57.2,57.2,59.3
20211107,1200,12.53,82.3,82.3,84.6
20211108,1200,11.22,71.6,71.6,73.9
20211109,1200,8.76,53.2,53.2,55.2
20211110,1200,8.75,52.5,52.5,54.6
20211111,1200,9.50,57.2,57.2,59.4
20211112,1200,12.74,79.6,79.6,82.1
20211113,1200,14.76,93.4,93.4,96.1
20211114,1200,12.27,74.6,74.6,77.1
20211115,1200,10.14,59.2,59.2,61.5
20211116,1200,8.95,50.7,50.7,52.8
20211117,1200,8.46,47.0,47.0,49.0
20211118,1200,7.87,42.7,42.7,44.7
20211119,1200,8.27,44.8,44.8,46.9
20211120,1200,10.11,56.0,56.0,58.3
20211121,1200,10.50,57.9,57.9,60.3
20211122,1200,10.07,54.6,54.6,56.9
20211123,1200,9.43,50.1,50.1,52.3
20211124,1200,9.25,48.4,48.5,50.7
20211125,1200,9.33,48.4,48.4,50.7
20211126,1200,9.58,49.4,49.4,51.7
20211127,1200,9.27,47.1,47.1,49.3
20211128,1200,8.96,44.8,44.8,47.0
20211129,1200,10.18,51.4,51.4,53.8
20211130,1200,14.85,78.7,78.7,81.9
20211201,1200,15.41,81.3,81.3,84.6
20211202,1200,13.24,67.5,67.5,70.5
20211203,1200,11.99,59.6,59.6,62.3
20211204,1200,11.10,53.9,53.9,56.5
20211205,1200,11.98,58.3,58.3,61.1
20211206,1200,12.80,62.3,62.3,65.2
