Date,Time,Flow,AMLE,MLE,LAD
20210705,1200,7,61,61,61
20210706,1200,6,52,52,52
20210707,1200,6,46,46,46
20210708,1200,5,42,42,42
20210709,1200,4,34,34,34
20210710,1200,4,30,30,30
20210711,1200,4,27,27,27
20210712,1200,3,23,23,23
20210713,1200,3,21,21,21
20210714,1200,3,18,18,18
20210715,1200,2,16,16,16
20210716,1200,7,57,57,57
20210717,1200,9,89,89,89
20210718,1200,9,86,86,85
20210719,1200,8,78,78,78
20210720,1200,9,89,89,88
20210721,1200,9,91,91,91
20210722,1200,8,74,74,73
20210723,1200,7,63,63,62
20210724,1200,6,56,56,56
20210725,1200,6,53,53,53
20210726,1200,6,50,50,50
20210727,1200,6,50,50,50
20210728,1200,5,47,47,47
20210729,1200,6,48,48,48
20210730,1200,5,40,40,40
20210731,1200,4,36,36,36
20210801,1200,6,55,55,55
20210802,1200,19,223,223,222
20210803,1200,9,93,93,92
20210804,1200,7,65,65,64
20210805,1200,6,56,56,55
20210806,1200,8,74,74,73
20210807,1200,6,57,57,57
20210808,1200,6,57,57,57
20210809,1200,9,93,93,92
20210810,1200,6,54,54,54
20210811,1200,5,43,43,43
20210812,1200,4,35,35,35
20210813,1200,3,27,27,27
20210814,1200,3,24,24,24
20210815,1200,3,23,23,23
20210816,1200,3,20,20,20
20210817,1200,3,23,23,23
20210818,1200,7,70,70,69
20210819,1200,6,60,60,59
20210820,1200,5,43,43,43
20210821,1200,16,192,192,190
20210822,1200,11,113,113,112
20210823,1200,6,57,57,56
20210824,1200,5,41,41,41
20210825,1200,4,33,33,32
20210826,1200,3,29,29,28
20210827,1200,3,28,28,27
20210828,1200,3,25,25,24
20210829,1200,2,19,19,19
20210830,1200,2,17,17,17
20210831,1200,2,12,12,12
20210901,1200,2,12,12,11
20210902,1200,2,12,12,11
20210903,1200,2,12,12,11
20210904,1200,1,10,10,10
20210905,1200,1,8,8,8
20210906,1200,1,7,7,7
20210907,1200,1,6,6,6
20210908,1200,1,7,7,7
20210909,1200,1,6,6,6
20210910,1200,1,7,7,7
20210911,1200,1,9,9,9
20210912,1200,1,9,9,9
20210913,1200,1,8,8,8
20210914,1200,1,8,8,8
20210915,1200,1,6,6,6
20210916,1200,1,4,4,4
20210917,1200,1,4,4,4
20210918,1200,1,6,6,6
20210919,1200,10,114,114,112
20210920,1200,16,198,198,195
20210921,1200,6,58,58,57
20210922,1200,3,28,28,28
20210923,1200,3,24,24,24
20210924,1200,2,20,20,20
20210925,1200,2,18,18,18
20210926,1200,2,14,14,14
20210927,1200,2,14,14,14
20210928,1200,4,38,38,37
20210929,1200,8,88,88,86
20210930,1200,4,35,35,35
20211001,1200,3,26,26,25
20211002,1200,3,21,21,21
20211003,1200,2,20,20,20
20211004,1200,2,17,17,17
20211005,1200,2,14,14,14
20211006,1200,2,12,12,11
20211007,1200,2,12,12,11
20211008,1200,2,21,21,20
20211009,1200,5,46,46,45
20211010,1200,4,39,39,38
20211011,1200,9,105,105,103
20211012,1200,5,56,56,55
20211013,1200,4,39,39,38
20211014,1200,4,38,38,37
20211015,1200,5,47,47,46
20211016,1200,6,63,63,61
20211017,1200,5,48,48,47
20211018,1200,4,37,37,36
20211019,1200,3,30,30,29
20211020,1200,3,29,29,28
20211021,1200,3,28,28,27
20211022,1200,4,35,35,34
20211023,1200,27,401,401,393
20211024,1200,10,121,121,119
20211025,1200,8,86,86,84
20211026,1200,10,123,123,121
20211027,1200,12,145,145,142
20211028,1200,11,134,134,131
20211029,1200,10,115,115,113
20211030,1200,19,260,260,254
20211031,1200,9,104,104,102
20211101,1200,6,70,70,69
20211102,1200,8,96,96,94
20211103,1200,8,87,87,85
20211104,1200,6,65,65,64
20211105,1200,15,196,196,191
20211106,1200,9,111,111,109
20211107,1200,7,87,87,85
20211108,1200,8,100,100,98
20211109,1200,13,173,173,169
20211110,1200,12,149,149,146
20211111,1200,12,161,161,157
20211112,1200,17,246,246,241
20211113,1200,29,462,462,452
20211114,1200,24,361,361,353
20211115,1200,18,251,251,245
20211116,1200,17,235,235,229
20211117,1200,13,168,168,164
20211118,1200,18,253,253,247
20211119,1200,13,172,172,167
20211120,1200,11,143,143,139
20211121,1200,12,159,159,155
20211122,1200,18,264,264,258
20211123,1200,29,470,470,460
20211124,1200,36,621,621,608
20211125,1200,37,637,637,623
20211126,1200,36,614,614,600
20211127,1200,32,533,533,521
20211128,1200,17,255,255,249
20211129,1200,14,201,201,196
20211130,1200,22,339,339,331
20211201,1200,20,297,297,289
20211202,1200,18,274,274,267
20211203,1200,16,231,231,225
20211204,1200,12,162,162,158
20211205,1200,17,259,259,252
20211206,1200,24,386,386,376
20211207,1200,25,412,412,402
