Date,Time,Flow,AMLE,MLE,LAD
20210601,1200,1.40,38.6,38.6,37.3
20210602,1200,1.32,35.7,35.7,34.6
20210603,1200,1.23,32.3,32.3,31.4
20210604,1200,1.18,30.8,30.8,30.0
20210605,1200,1.07,26.5,26.5,25.9
20210606,1200,1.04,25.8,25.8,25.3
20210607,1200,1.12,30.4,30.4,29.7
20210608,1200,1.07,28.8,28.8,28.2
20210609,1200,1.07,29.6,29.6,28.9
20210610,1200,3.54,254.9,254.9,249.2
20210611,1200,2.71,164.5,164.5,159.3
20210612,1200,2.04,102.5,102.5,98.8
20210613,1200,1.74,79.3,79.3,76.5
20210614,1200,1.44,58.0,58.0,56.2
20210615,1200,1.24,45.5,45.5,44.2
20210616,1200,1.43,60.3,60.3,58.5
20210617,1200,1.44,62.7,62.7,60.8
20210618,1200,1.31,54.2,54.2,52.7
20210619,1200,1.17,45.4,45.4,44.3
20210620,1200,1.08,40.3,40.3,39.4
20210621,1200,1.03,37.9,37.9,37.1
20210622,1200,0.95,33.6,33.6,33.0
20210623,1200,0.89,30.6,30.6,30.1
20210624,1200,1.00,38.6,38.6,37.9
20210625,1200,1.07,44.7,44.7,43.8
20210626,1200,0.91,34.2,34.2,33.7
20210627,1200,0.84,30.2,30.2,29.9
20210628,1200,0.79,27.7,27.7,27.5
20210629,1200,0.71,23.3,23.3,23.2
20210630,1200,0.69,22.6,22.6,22.6
20210701,1200,0.73,25.6,25.6,25.5
20210702,1200,0.67,22.4,22.4,22.4
20210703,1200,0.62,19.9,19.9,20.0
20210704,1200,0.60,19.1,19.1,19.2
20210705,1200,0.58,18.3,18.3,18.5
20210706,1200,0.57,18.1,18.1,18.3
20210707,1200,0.60,20.3,20.3,20.5
20210708,1200,0.58,19.5,19.5,19.6
20210709,1200,0.55,18.0,18.0,18.2
20210710,1200,0.53,17.1,17.1,17.4
20210711,1200,0.52,16.9,16.9,17.1
20210712,1200,0.53,17.8,17.8,18.0
20210713,1200,0.52,17.5,17.5,17.8
20210714,1200,0.52,17.8,17.8,18.1
20210715,1200,0.50,16.8,16.8,17.1
20210716,1200,0.49,16.5,16.5,16.8
20210717,1200,0.48,16.1,16.1,16.5
20210718,1200,0.48,16.3,16.3,16.7
20210719,1200,0.49,17.2,17.2,17.6
20210720,1200,0.50,18.1,18.1,18.5
20210721,1200,0.49,17.7,17.7,18.1
20210722,1200,0.48,17.3,17.3,17.7
20210723,1200,0.48,17.5,17.5,18.0
20210724,1200,0.47,17.0,17.0,17.5
20210725,1200,0.45,15.9,15.9,16.4
20210726,1200,0.45,16.1,16.1,16.6
20210727,1200,0.45,16.3,16.3,16.8
20210728,1200,0.44,15.8,15.8,16.3
20210729,1200,0.43,15.3,15.3,15.8
20210730,1200,0.41,14.1,14.1,14.7
20210731,1200,0.41,14.3,14.3,14.8
20210801,1200,0.51,21.3,21.3,22.0
20210802,1200,0.52,22.3,22.3,23.0
20210803,1200,0.47,18.7,18.7,19.3
20210804,1200,0.47,18.8,18.8,19.5
20210805,1200,0.49,20.4,20.4,21.1
20210806,1200,0.48,19.7,19.7,20.5
20210807,1200,0.44,16.9,16.9,17.6
20210808,1200,0.48,19.9,19.9,20.7
20210809,1200,0.45,17.8,17.8,18.5
20210810,1200,0.46,18.5,18.5,19.3
20210811,1200,0.44,17.2,17.2,17.9
20210812,1200,0.44,17.2,17.2,18.0
20210813,1200,0.43,16.5,16.5,17.3
20210814,1200,0.43,16.5,16.5,17.3
20210815,1200,0.43,16.5,16.5,17.3
20210816,1200,0.41,15.1,15.1,15.9
20210817,1200,0.43,16.5,16.5,17.3
20210818,1200,0.44,17.2,17.2,18.0
20210819,1200,0.46,18.6,18.6,19.5
20210820,1200,0.46,18.5,18.5,19.4
20210821,1200,0.54,24.6,24.6,25.8
20210822,1200,0.51,22.1,22.1,23.2
20210823,1200,0.51,22.0,22.0,23.1
20210824,1200,0.52,22.7,22.7,23.8
20210825,1200,0.52,22.6,22.6,23.7
20210826,1200,0.51,21.7,21.7,22.8
20210827,1200,0.50,20.8,20.8,21.9
20210828,1200,0.50,20.6,20.6,21.7
20210829,1200,0.49,19.7,19.7,20.8
20210830,1200,0.48,18.8,18.8,19.9
20210831,1200,0.46,17.3,17.3,18.3
20210901,1200,0.47,17.8,17.8,18.8
20210902,1200,0.47,17.6,17.6,18.7
20210903,1200,0.47,17.4,17.4,18.5
20210904,1200,0.46,16.6,16.6,17.6
20210905,1200,0.45,15.8,15.8,16.7
20210906,1200,0.43,14.3,14.3,15.2
20210907,1200,0.43,14.2,14.2,15.1
20210908,1200,0.43,14.0,14.0,14.9
20210909,1200,0.43,13.8,13.8,14.7
20210910,1200,0.45,14.7,14.7,15.7
20210911,1200,0.47,15.7,15.7,16.7
20210912,1200,0.47,15.5,15.5,16.4
20210913,1200,0.46,14.6,14.6,15.6
20210914,1200,0.47,15.0,15.0,15.9
20210915,1200,0.46,14.2,14.2,15.0
20210916,1200,0.46,13.9,13.9,14.8
20210917,1200,0.47,14.2,14.2,15.1
20210918,1200,0.49,15.0,15.0,15.9
20210919,1200,0.58,20.0,20.0,21.1
20210920,1200,0.55,17.8,17.8,18.8
20210921,1200,0.57,18.6,18.6,19.7
20210922,1200,0.58,18.8,18.8,19.9
20210923,1200,0.57,17.8,17.8,18.9
20210924,1200,0.57,17.5,17.5,18.5
20210925,1200,0.56,16.5,16.5,17.5
20210926,1200,0.54,15.1,15.1,16.0
20210927,1200,0.52,13.8,13.8,14.6
20210928,1200,0.62,18.5,18.5,19.5
20210929,1200,0.59,16.6,16.6,17.5
20210930,1200,0.62,17.7,17.7,18.6
20211001,1200,0.58,15.3,15.3,16.1
20211002,1200,0.59,15.4,15.4,16.2
20211003,1200,0.57,14.1,14.1,14.8
20211004,1200,0.56,13.3,13.3,14.0
20211005,1200,0.54,12.1,12.1,12.8
20211006,1200,0.53,11.4,11.4,12.0
20211007,1200,0.54,11.5,11.5,12.1
20211008,1200,0.67,16.5,16.5,17.2
20211009,1200,0.66,15.6,15.6,16.3
20211010,1200,0.67,15.5,15.5,16.3
20211011,1200,0.71,16.8,16.8,17.5
20211012,1200,0.77,18.8,18.8,19.6
20211013,1200,0.75,17.4,17.4,18.2
20211014,1200,0.73,16.1,16.1,16.8
20211015,1200,0.71,14.9,14.9,15.5
20211016,1200,0.71,14.4,14.4,15.0
20211017,1200,0.71,14.0,14.0,14.5
20211018,1200,0.70,13.2,13.2,13.7
20211019,1200,0.72,13.5,13.5,14.0
20211020,1200,0.68,11.7,11.7,12.2
20211021,1200,0.68,11.4,11.4,11.8
20211022,1200,0.83,15.8,15.8,16.3
20211023,1200,0.95,19.5,19.5,20.0
20211024,1200,0.93,18.1,18.1,18.6
20211025,1200,1.53,42.5,42.5,43.5
20211026,1200,1.73,51.1,51.1,52.2
20211027,1200,1.46,36.7,36.7,37.3
20211028,1200,1.19,24.7,24.7,25.0
20211029,1200,1.34,29.4,29.4,29.8
20211030,1200,1.68,42.5,42.5,43.0
20211031,1200,1.54,35.2,35.2,35.5
20211101,1200,1.32,25.9,25.9,26.1
20211102,1200,1.26,23.0,23.0,23.1
20211103,1200,1.27,22.5,22.5,22.6
20211104,1200,1.28,22.0,22.0,22.1
20211105,1200,1.28,21.2,21.2,21.3
20211106,1200,1.69,33.6,33.6,33.6
20211107,1200,2.45,62.4,62.4,62.5
20211108,1200,2.03,43.3,43.3,43.1
20211109,1200,1.81,34.1,34.1,33.8
20211110,1200,2.06,41.4,41.4,41.0
20211111,1200,2.03,38.9,38.9,38.4
20211112,1200,2.74,63.6,63.6,63.0
20211113,1200,2.47,51.2,51.2,50.4
20211114,1200,2.06,35.8,35.8,35.1
20211115,1200,1.81,27.4,27.4,26.9
20211116,1200,1.71,23.9,23.9,23.4
20211117,1200,1.62,20.9,20.9,20.4
20211118,1200,1.49,17.3,17.3,16.9
20211119,1200,1.84,24.4,24.4,23.7
20211120,1200,2.94,54.0,54.0,52.3
20211121,1200,2.61,42.2,42.2,40.7
20211122,1200,2.30,32.5,32.5,31.3
20211123,1200,2.10,26.6,26.6,25.6
20211124,1200,1.92,21.8,21.8,21.0
20211125,1200,1.78,18.3,18.3,17.6
20211126,1200,1.75,17.1,17.1,16.4
20211127,1200,1.74,16.3,16.3,15.6
20211128,1200,1.68,14.7,14.7,14.1
20211129,1200,1.94,18.4,18.4,17.5
20211130,1200,2.80,34.3,34.3,32.4
20211201,1200,2.63,29.6,29.6,27.8
20211202,1200,2.37,23.6,23.6,22.3
20211203,1200,2.18,19.6,19.6,18.4
20211204,1200,2.07,17.2,17.2,16.2
20211205,1200,2.76,27.8,27.8,25.9
20211206,1200,2.97,30.6,30.6,28.4
